3,999158e+02;7,754763e-02
4,001569e+02;7,740197e-02
4,003979e+02;7,730187e-02
4,006390e+02;7,716160e-02
4,008801e+02;7,687242e-02
4,011211e+02;7,631955e-02
4,013622e+02;7,541993e-02
4,016032e+02;7,414729e-02
4,018443e+02;7,256225e-02
4,020854e+02;7,079639e-02
4,023264e+02;6,902163e-02
4,025675e+02;6,739341e-02
4,028085e+02;6,598812e-02
4,030496e+02;6,478406e-02
4,032906e+02;6,367715e-02
4,035317e+02;6,254043e-02
4,037728e+02;6,127601e-02
4,040138e+02;5,987033e-02
4,042549e+02;5,839561e-02
4,044959e+02;5,697602e-02
4,047370e+02;5,572337e-02
4,049781e+02;5,467447e-02
4,052191e+02;5,377024e-02
4,054602e+02;5,287971e-02
4,057012e+02;5,186599e-02
4,059423e+02;5,064451e-02
4,061833e+02;4,924289e-02
4,064244e+02;4,779500e-02
4,066655e+02;4,650284e-02
4,069065e+02;4,554883e-02
4,071476e+02;4,503845e-02
4,073886e+02;4,496851e-02
4,076297e+02;4,524194e-02
4,078708e+02;4,571173e-02
4,081118e+02;4,623245e-02
4,083529e+02;4,671383e-02
4,085939e+02;4,712432e-02
4,088350e+02;4,747557e-02
4,090760e+02;4,778786e-02
4,093171e+02;4,806691e-02
4,095582e+02;4,829134e-02
4,097992e+02;4,842990e-02
4,100403e+02;4,846157e-02
4,102813e+02;4,839155e-02
4,105224e+02;4,825109e-02
4,107635e+02;4,807717e-02
4,110045e+02;4,788556e-02
4,112456e+02;4,765561e-02
4,114866e+02;4,733263e-02
4,117277e+02;4,685418e-02
4,119688e+02;4,618594e-02
4,122098e+02;4,534962e-02
4,124509e+02;4,443187e-02
4,126919e+02;4,356489e-02
4,129330e+02;4,290089e-02
4,131740e+02;4,255390e-02
4,134151e+02;4,257853e-02
4,136562e+02;4,294993e-02
4,138972e+02;4,357430e-02
4,141383e+02;4,430369e-02
4,143793e+02;4,495903e-02
4,146204e+02;4,537772e-02
4,148615e+02;4,542506e-02
4,151025e+02;4,502970e-02
4,153436e+02;4,420437e-02
4,155846e+02;4,305632e-02
4,158257e+02;4,177403e-02
4,160667e+02;4,057497e-02
4,163078e+02;3,967531e-02
4,165489e+02;3,921529e-02
4,167899e+02;3,922516e-02
4,170310e+02;3,962416e-02
4,172720e+02;4,024884e-02
4,175131e+02;4,092202e-02
4,177542e+02;4,149473e-02
4,179952e+02;4,190673e-02
4,182363e+02;4,219145e-02
4,184773e+02;4,245564e-02
4,187184e+02;4,282321e-02
4,189594e+02;4,339404e-02
4,192005e+02;4,421515e-02
4,194416e+02;4,527386e-02
4,196826e+02;4,652363e-02
4,199237e+02;4,791419e-02
4,201647e+02;4,941747e-02
4,204058e+02;5,103298e-02
4,206469e+02;5,277344e-02
4,208879e+02;5,464058e-02
4,211290e+02;5,660511e-02
4,213700e+02;5,859977e-02
4,216111e+02;6,053837e-02
4,218521e+02;6,233552e-02
4,220932e+02;6,394143e-02
4,223343e+02;6,535886e-02
4,225753e+02;6,664722e-02
4,228164e+02;6,790865e-02
4,230574e+02;6,925081e-02
4,232985e+02;7,077403e-02
4,235396e+02;7,253613e-02
4,237806e+02;7,453975e-02
4,240217e+02;7,673659e-02
4,242627e+02;7,904313e-02
4,245038e+02;8,136114e-02
4,247448e+02;8,360060e-02
4,249859e+02;8,570702e-02
4,252270e+02;8,766726e-02
4,254680e+02;8,950546e-02
4,257091e+02;9,125906e-02
4,259501e+02;9,294976e-02
4,261912e+02;9,455416e-02
4,264323e+02;9,600127e-02
4,266733e+02;9,717765e-02
4,269144e+02;9,796678e-02
4,271554e+02;9,830126e-02
4,273965e+02;9,818672e-02
4,276375e+02;9,771580e-02
4,278786e+02;9,703134e-02
4,281197e+02;9,629085e-02
4,283607e+02;9,560987e-02
4,286018e+02;9,502885e-02
4,288428e+02;9,451342e-02
4,290839e+02;9,397632e-02
4,293250e+02;9,332159e-02
4,295660e+02;9,246767e-02
4,298071e+02;9,137747e-02
4,300481e+02;9,005484e-02
4,302892e+02;8,852702e-02
4,305302e+02;8,682926e-02
4,307713e+02;8,499310e-02
4,310124e+02;8,304960e-02
4,312534e+02;8,103310e-02
4,314945e+02;7,899161e-02
4,317355e+02;7,698563e-02
4,319766e+02;7,507300e-02
4,322177e+02;7,330088e-02
4,324587e+02;7,169069e-02
4,326998e+02;7,023533e-02
4,329408e+02;6,890267e-02
4,331819e+02;6,764404e-02
4,334229e+02;6,640786e-02
4,336640e+02;6,513958e-02
4,339051e+02;6,378583e-02
4,341461e+02;6,230129e-02
4,343872e+02;6,065380e-02
4,346282e+02;5,884233e-02
4,348693e+02;5,690794e-02
4,351104e+02;5,494667e-02
4,353514e+02;5,309110e-02
4,355925e+02;5,147662e-02
4,358335e+02;5,021409e-02
4,360746e+02;4,934043e-02
4,363156e+02;4,880612e-02
4,365567e+02;4,847905e-02
4,367978e+02;4,819070e-02
4,370388e+02;4,778157e-02
4,372799e+02;4,714430e-02
4,375209e+02;4,625744e-02
4,377620e+02;4,517332e-02
4,380031e+02;4,399041e-02
4,382441e+02;4,280010e-02
4,384852e+02;4,165794e-02
4,387262e+02;4,056282e-02
4,389673e+02;3,947100e-02
4,392083e+02;3,832231e-02
4,394494e+02;3,707866e-02
4,396905e+02;3,575120e-02
4,399315e+02;3,440832e-02
4,401726e+02;3,316101e-02
4,404136e+02;3,212615e-02
4,406547e+02;3,140733e-02
4,408958e+02;3,105922e-02
4,411368e+02;3,108012e-02
4,413779e+02;3,141684e-02
4,416189e+02;3,198246e-02
4,418600e+02;3,268219e-02
4,421010e+02;3,342241e-02
4,423421e+02;3,412855e-02
4,425832e+02;3,474588e-02
4,428242e+02;3,522996e-02
4,430653e+02;3,554600e-02
4,433063e+02;3,566325e-02
4,435474e+02;3,555938e-02
4,437885e+02;3,523096e-02
4,440295e+02;3,470772e-02
4,442706e+02;3,406522e-02
4,445116e+02;3,341475e-02
4,447527e+02;3,289655e-02
4,449937e+02;3,264746e-02
4,452348e+02;3,275461e-02
4,454759e+02;3,323701e-02
4,457169e+02;3,402716e-02
4,459580e+02;3,499293e-02
4,461990e+02;3,595913e-02
4,464401e+02;3,676078e-02
4,466812e+02;3,728943e-02
4,469222e+02;3,750799e-02
4,471633e+02;3,745854e-02
4,474043e+02;3,723210e-02
4,476454e+02;3,694303e-02
4,478864e+02;3,668596e-02
4,481275e+02;3,651445e-02
4,483686e+02;3,644406e-02
4,486096e+02;3,646165e-02
4,488507e+02;3,654587e-02
4,490917e+02;3,668405e-02
4,493328e+02;3,688044e-02
4,495739e+02;3,715121e-02
4,498149e+02;3,751706e-02
4,500560e+02;3,799162e-02
4,502970e+02;3,857623e-02
4,505381e+02;3,926219e-02
4,507791e+02;4,003682e-02
4,510202e+02;4,088630e-02
4,512613e+02;4,180373e-02
4,515023e+02;4,278708e-02
4,517434e+02;4,383768e-02
4,519844e+02;4,495591e-02
4,522255e+02;4,613815e-02
4,524666e+02;4,737124e-02
4,527076e+02;4,863079e-02
4,529487e+02;4,988355e-02
4,531897e+02;5,108623e-02
4,534308e+02;5,219920e-02
4,536718e+02;5,320138e-02
4,539129e+02;5,410285e-02
4,541540e+02;5,495584e-02
4,543950e+02;5,584880e-02
4,546361e+02;5,689321e-02
4,548771e+02;5,818140e-02
4,551182e+02;5,975868e-02
4,553593e+02;6,159830e-02
4,556003e+02;6,360596e-02
4,558414e+02;6,564208e-02
4,560824e+02;6,755922e-02
4,563235e+02;6,925820e-02
4,565645e+02;7,070646e-02
4,568056e+02;7,194714e-02
4,570467e+02;7,307315e-02
4,572877e+02;7,420531e-02
4,575288e+02;7,546057e-02
4,577698e+02;7,693156e-02
4,580109e+02;7,870249e-02
4,582520e+02;8,085193e-02
4,584930e+02;8,345578e-02
4,587341e+02;8,658721e-02
4,589751e+02;9,028435e-02
4,592162e+02;9,452764e-02
4,594572e+02;9,921408e-02
4,596983e+02;1,041677e-01
4,599394e+02;1,091762e-01
4,601804e+02;1,140191e-01
4,604215e+02;1,185363e-01
4,606625e+02;1,226471e-01
4,609036e+02;1,263498e-01
4,611447e+02;1,296928e-01
4,613857e+02;1,327339e-01
4,616268e+02;1,355017e-01
4,618678e+02;1,379770e-01
4,621089e+02;1,400961e-01
4,623499e+02;1,417713e-01
4,625910e+02;1,429276e-01
4,628321e+02;1,435158e-01
4,630731e+02;1,435302e-01
4,633142e+02;1,430090e-01
4,635552e+02;1,420334e-01
4,637963e+02;1,407226e-01
4,640374e+02;1,392127e-01
4,642784e+02;1,376577e-01
4,645195e+02;1,361913e-01
4,647605e+02;1,348989e-01
4,650016e+02;1,338008e-01
4,652426e+02;1,328354e-01
4,654837e+02;1,318815e-01
4,657248e+02;1,307801e-01
4,659658e+02;1,293936e-01
4,662069e+02;1,276447e-01
4,664479e+02;1,255320e-01
4,666890e+02;1,231278e-01
4,669301e+02;1,205479e-01
4,671711e+02;1,179250e-01
4,674122e+02;1,153613e-01
4,676532e+02;1,129242e-01
4,678943e+02;1,106430e-01
4,681353e+02;1,085179e-01
4,683764e+02;1,065389e-01
4,686175e+02;1,046973e-01
4,688585e+02;1,029879e-01
4,690996e+02;1,014091e-01
4,693406e+02;9,995833e-02
4,695817e+02;9,862901e-02
4,698228e+02;9,741431e-02
4,700638e+02;9,631021e-02
4,703049e+02;9,531522e-02
4,705459e+02;9,442879e-02
4,707870e+02;9,364565e-02
4,710280e+02;9,295042e-02
4,712691e+02;9,231654e-02
4,715102e+02;9,171387e-02
4,717512e+02;9,111886e-02
4,719923e+02;9,052251e-02
4,722333e+02;8,993528e-02
4,724744e+02;8,937925e-02
4,727155e+02;8,887862e-02
4,729565e+02;8,844606e-02
4,731976e+02;8,807481e-02
4,734386e+02;8,774248e-02
4,736797e+02;8,742255e-02
4,739207e+02;8,709545e-02
4,741618e+02;8,676060e-02
4,744029e+02;8,643682e-02
4,746439e+02;8,615600e-02
4,748850e+02;8,595217e-02
4,751260e+02;8,584884e-02
4,753671e+02;8,585400e-02
4,756082e+02;8,595899e-02
4,758492e+02;8,614215e-02
4,760903e+02;8,636668e-02
4,763313e+02;8,658293e-02
4,765724e+02;8,672895e-02
4,768134e+02;8,672645e-02
4,770545e+02;8,649533e-02
4,772956e+02;8,597600e-02
4,775366e+02;8,514460e-02
4,777777e+02;8,403732e-02
4,780187e+02;8,275124e-02
4,782598e+02;8,143827e-02
4,785009e+02;8,026209e-02
4,787419e+02;7,936258e-02
4,789830e+02;7,882373e-02
4,792240e+02;7,864515e-02
4,794651e+02;7,874718e-02
4,797061e+02;7,898685e-02
4,799472e+02;7,920910e-02
4,801883e+02;7,927619e-02
4,804293e+02;7,910375e-02
4,806704e+02;7,868177e-02
4,809114e+02;7,806940e-02
4,811525e+02;7,737619e-02
4,813936e+02;7,672050e-02
4,816346e+02;7,620778e-02
4,818757e+02;7,589273e-02
4,821167e+02;7,576632e-02
4,823578e+02;7,575665e-02
4,825988e+02;7,574888e-02
4,828399e+02;7,562314e-02
4,830810e+02;7,527848e-02
4,833220e+02;7,467195e-02
4,835631e+02;7,382654e-02
4,838041e+02;7,282943e-02
4,840452e+02;7,180021e-02
4,842863e+02;7,085668e-02
4,845273e+02;7,008965e-02
4,847684e+02;6,953347e-02
4,850094e+02;6,916866e-02
4,852505e+02;6,893346e-02
4,854915e+02;6,875615e-02
4,857326e+02;6,857805e-02
4,859737e+02;6,837136e-02
4,862147e+02;6,814411e-02
4,864558e+02;6,792776e-02
